name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Sphingobium japonicum	332056	species	4424862	11	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	1	1	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	19	6	0.000562523
Xanthobacteraceae	335928	family	0	1	0	0.0
Gordonia sp. KTR9	337191	species	5885710	1	0	0.0
Herbaspirillum hiltneri	341045	species	4965474	1	1	0.0
Corynebacterium marinum	349751	species	2729219	1	1	0.0
Niastella koreensis	354356	species	9033684	2	2	0.0
Acidovorax sp. KKS102	358220	species	5196935	19	15	0.00238851
Altererythrobacter epoxidivorans	361183	species	2786256	2	0	0.0
Verminephrobacter eiseniae	364317	species	5597943	3	2	0.0
Caulobacter sp. K31	366602	species	5889399	1	1	0.0
Xanthomonas fuscans	366648	species	5088683	1	0	0.0
Microbacterium sp. XT11	367477	species	3475315	3	0	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	2	0	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	2	1	0.0
Streptomyces bingchenggensis	379067	species	11936683	1	1	0.0
Pseudomonas protegens	380021	species	6923588	1	1	0.0
Geoalkalibacter	392332	genus	0	2	0	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	1	0	0.0
Sphingomonas sanxanigenens	397260	species	6580298	11	7	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	4	4	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	2	2	0.0
Sphingobium sp. MI1205	407020	species	4619375	6	1	4.35537e-18
Microterricola viridarii	412690	species	3689726	14	5	3.89251e-16
Paraburkholderia rhizoxinica	412963	species	3750138	3	0	0.0
Cronobacter muytjensii	413501	species	4364114	1	1	0.0
Halalkalicoccus jeotgali	413810	species	3698650	1	1	0.0
[Polyangium] brachysporum	413882	species	6476147	5	1	0.0
Pseudoxanthomonas spadix	415229	species	3452554	3	3	0.0
Azoarcus olearius	418699	species	4451751	1	0	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	4	1	0.0
Rhizobium sp. IRBG74	424182	species	5464982	188	35	0
Methylobacterium sp. 4-46	426117	species	7737025	1	0	0.0
Pedobacter steynii	430522	species	6581659	3	0	0.0
Deinococcus peraridilitoris	432329	species	4513714	1	1	0.0
Lysobacter capsici	435897	species	6391889	2	2	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	3	3	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	1	0	0.0
Acetobacter senegalensis	446692	species	3969909	1	0	0.0
Kocuria flava	446860	species	3638342	2	0	0.0
Anaeromyxobacter sp. K	447217	species	5061632	1	0	0.0
Nocardioides dokdonensis	450734	species	4376707	2	2	0.0
Agromyces sp. AR33	453304	species	4373124	1	0	0.0
Bordetella flabilis	463014	species	5954318	6	0	0.0
Bordetella bronchialis	463025	species	11845675	1	0	0.0
Streptomyces sp. Mg1	465541	species	8716193	1	1	0.0
Steroidobacter denitrificans	465721	species	3467246	2	1	0.000198131
Singulisphaera acidiphila	466153	species	9755686	1	1	0.0
Modestobacter marinus	477641	species	5575517	2	2	0.0
Paenibacillus sp. Y412MC10	481743	species	7121665	1	0	0.0
Burkholderia lata	482957	species	17031116	5	5	0.0
Sphingobium sp. YBL2	484429	species	5427419	12	6	0.00149908
Serratia sp. SCBI	488142	species	5101896	1	0	0.0
Burkholderia contaminans	488447	species	8509249	1	0	0.0
Burkholderia diffusa	488732	species	6857833	3	2	0.0
Escherichia phage Eps7	491003	species	111382	1	0	0.0
Oceanimonas sp. GK1	511062	species	3527244	2	2	0.0
Azospirillum thiophilum	528244	species	7609458	4	2	0.0
Rhodoluna	529883	genus	0	1	0	0.0
Rhodoluna lacicola	529884	species	1430433	1	1	0.0
Pelagibacterium halotolerans	531813	species	3948887	5	0	0.0
Mesorhizobium australicum	536018	species	6200534	5	3	0.0
Altererythrobacter marensis	543877	species	2885033	4	4	0.0
Geobacillus sp. Y412MC61	544556	species	3667901	1	0	0.0
Actinomyces oris	544580	species	3042917	7	6	0.0
Sinobacteraceae	568386	family	0	3	0	0.0
Corynebacterium mustelae	571915	species	3474226	1	1	0.0
Corynebacterium maris	575200	species	2833547	2	1	0.0
Synechococcus sp. KORDI-49	585423	species	2585813	1	1	0.0
Pseudomonas chlororaphis	587753	species	16842584	11	4	0.0
Brevundimonas naejangsanensis	588932	species	2971535	5	5	0.0
Pantoea sp. At-9b	592316	species	6312783	1	1	0.0
Mesorhizobium opportunistum	593909	species	6884444	4	3	0.0
Arthrobacter sp. A3	595593	species	4458287	1	0	0.0
Sphingobium sp. SYK-6	627192	species	4348133	1	0	0.0
Hoyosella subflava	639313	species	4863490	1	1	0.0
Micromonospora sp. L5	648999	species	6962533	10	9	0.0
Pandoraea faecigallinarum	656179	species	5732664	1	1	0.0
Halanaerobium hydrogeniformans	656519	species	2613117	1	0	0.0
Cryobacterium arcticum	670052	species	4351229	11	2	9.80284e-14
Propionibacterium sp. oral taxon 193	671223	species	2649207	18	6	0.00660759
Rhodoplanes sp. Z2-YC6860	674703	species	8193889	7	5	0.0
Martelella sp. AD-3	686597	species	5036008	6	2	0.0
Geobacillus sp. C56-T3	691437	species	3650813	1	0	0.0
Altererythrobacter dongtanensis	692370	species	3009495	2	1	0.0
Novosphingobium sp. PP1Y	702113	species	5313905	10	9	0.0
Streptococcus sp. oral taxon 431	712633	species	2177905	7	2	0.0
Hyphomicrobium sp. MC1	717785	species	4757528	2	0	0.0
Acidovorax ebreus	721785	species	3796573	6	0	3.32025e-14
Rahnella sp. Y9602	741091	species	5614252	1	0	0.0
Delftia sp. Cs1-4	742013	species	6685842	57	1	2.03005e-15
Sphingomonas sp. MM-1	745310	species	4633613	5	3	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	1	1	0.0
Burkholderia sp. RPE67	758796	species	8685756	1	1	0.0
Serratia sp. AS12	768490	species	5443009	2	0	0.0
Serratia sp. AS13	768493	species	5442549	2	0	0.0
Opitutaceae bacterium TAV5	794903	species	7417673	1	1	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	6	5	0.0
Kibdelosporangium phytohabitans	860235	species	11759770	1	0	0.0
Agrobacterium sp. H13-3	861208	species	5573770	353	60	0.00464444
Celeribacter	875170	genus	0	1	0	0.0
Cupriavidus sp. USMAA2-4	876364	species	8698226	3	1	0.0
Shinella sp. HZN7	879274	species	7354253	28	18	6.94292e-15
Methylobacterium sp. AMS5	925818	species	5599206	1	0	0.0
Sandaracinus amylolyticus	927083	species	10327335	2	1	0.0
Pseudomonas brassicacearum	930166	species	13594158	5	3	0.0
Rhodococcus sp. p52	935199	species	5413283	1	1	0.0
Polymorphum	991903	genus	0	6	0	0.0
Polymorphum gilvum	991904	species	4718963	10	9	0.0
Verrucosispora maris	1003110	species	6732271	2	2	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	2	0	0.0
Marinobacter adhaerens	1033846	species	4651725	1	0	0.0
Rhodococcus sp. WB1	1033922	species	6148559	1	1	0.0
Defluviimonas	1097466	genus	0	1	0	0.0
Chromobacterium vaccinii	1108595	species	5041230	1	0	0.0
Corynebacterium doosanense	1121358	species	2698995	2	0	0.0
Rhizobium sp. NT-26	1125847	species	4577425	1	1	0.000888726
Thauera humireducens	1134435	species	4171754	1	0	0.0
Acinetobacter oleivorans	1148157	species	4152543	1	1	0.0
Streptococcus sp. I-G2	1156431	species	1992567	3	0	0
Streptococcus sp. I-P16	1156433	species	2023580	3	0	0.0
Enterobacter sp. R4-368	1166130	species	5155034	1	1	0.0
Sphingomonas sp. NIC1	1167641	species	3660563	5	2	0.0
Streptomyces pratensis	1169025	species	7656104	3	3	0.0
Geitlerinema sp. PCC 7407	1173025	species	4681111	1	0	0.0
Agrobacterium fabrum	1176649	species	5674258	308	231	0.00348711
Halomonas huangheensis	1178482	species	4757486	1	1	0.0
Deinococcus swuensis	1182571	species	3531443	2	2	0.0
Snodgrassella alvi	1196083	species	2527978	1	0	3.62628e-13
Mycobacterium yongonense	1203599	species	5662088	2	2	0.0
Pseudomonas sp. UW4	1207075	species	6183388	1	1	0.0
Celeribacter indicus	1208324	species	4969388	3	0	0.0
Bradyrhizobium sp. CCGE-LA001	1223566	species	7833499	25	13	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	5	2	0.0
Streptomyces sp. 769	1262452	species	10338286	1	0	0.0
Altererythrobacter atlanticus	1267766	species	3475106	3	1	0.0
Mycobacterium sp. VKM Ac-1817D	1273687	species	6324222	3	0	0.0
Bradyrhizobium icense	1274631	species	8322773	23	16	0.0
Pseudomonas sp. URMO17WK12:I11	1283291	species	11209782	1	1	0.0
Planktomarina temperata	1284658	species	3288122	8	0	0.0
Sphingobium sp. TKS	1315974	species	6228879	12	8	0.0
Acinetobacter equi	1324350	species	3054269	1	0	0.0
Bordetella pseudohinzii	1331258	species	4558891	2	0	0.0
Sphingobium baderi	1332080	species	4583422	11	6	2.22003e-17
Defluviimonas alba	1335048	species	4987611	8	3	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	1	1	0.0
Croceicoccus naphthovorans	1348774	species	3863562	5	2	0.0
Aureimonas sp. AU20	1349819	species	5210858	5	5	0.0
Bradyrhizobium diazoefficiens	1355477	species	14343524	35	16	0.0
Spirosoma radiotolerans	1379870	species	7029352	5	5	0.00289363
Cupriavidus sp. USMAHM13	1389192	species	7820821	3	0	0.0
Celeribacter marinus	1397108	species	3096705	2	2	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	1	0	0.0
Corynebacterium deserti	1408191	species	3033893	1	0	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	1	1	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	1	1	0.0
Hymenobacter swuensis	1446467	species	5252070	6	0	0.0
Octadecabacter temperatus	1458307	species	3264628	1	0	0.0
Methylobacterium sp. C1	1479019	species	6459145	2	0	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	2	0	0.0012845
Pantoea sp. PSNIH1	1484158	species	4410683	1	0	9.97671e-15
Martelella endophytica	1486262	species	4817335	5	4	0.0
Corynebacterium sp. ATCC 6931	1487956	species	2471920	1	1	0.0
Flavisolibacter sp. LCS9	1492898	species	5940863	1	1	0.0
Pseudomonas sp. Os17	1500686	species	6885464	4	0	0.0
Pseudomonas sp. St29	1500687	species	6833117	4	0	0.0
Burkholderia territorii	1503055	species	6902370	1	0	0.0
Sphingopyxis fribergensis	1515612	species	5202172	12	6	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	1	1	0.0
Bosea vaviloviae	1526658	species	6713548	8	3	0.0
Lawsonella clevelandensis	1528099	species	3775705	10	9	0.00107743
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	1	1	0.0
Brevundimonas sp. DS20	1532555	species	3475610	2	0	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	1	0	0.0
Sphingomonas taxi	1549858	species	4061902	4	1	0.0
Sphingomonas panacis	1560345	species	5322941	7	4	0.00152851
Streptomyces sp. CCM_MD2014	1561022	species	8274043	1	1	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	9	1	0.00698563
Carnobacterium sp. CP1	1564681	species	2614401	2	2	0.0
Mycobacterium sp. NRRL B-3805	1570328	species	5421338	5	0	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	1	0	0.0
Wenzhouxiangella marina	1579979	species	3675202	1	0	0.0
Sulfurospirillum sp. UCH001	1581011	species	2606563	9	9	0.0
Fusobacterium hwasookii	1583098	species	2496436	1	0	0.00162955
Pseudomonas cerasi	1583341	species	6345256	2	0	0.0
Lentzea sp. DHS C013	1586287	species	9997872	2	1	0.0
Desulfuromonas soudanensis	1603606	species	3958620	1	0	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	1	0	4.94379e-15
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	5	2	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	7	6	1.38724e-17
Pseudomonas sp. MRSN12121	1611770	species	6986763	3	0	0.0
Arthrobacter sp. IHBB 11108	1618207	species	3599434	1	1	0.0
Hoeflea sp. IMCC20628	1620421	species	5119813	2	0	0.0
Citromicrobium sp. JL477	1634516	species	3258499	1	0	0.0
Devosia sp. H5989	1643450	species	4594249	3	1	0.000885471
Natrialbaceae	1644061	family	0	4	0	0.0
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	species	6453540	4	2	0.0
Acinetobacter sp. TTH0-4	1646498	species	2962453	5	5	0.00137321
Erythrobacter atlanticus	1648404	species	3226359	7	7	0.0
Pseudomonas sp. CCOS 191	1649877	species	6012947	1	0	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	1	0	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	3	1	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	8	3	8.85656e-14
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	1	0	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	1	1	0.0
Pseudomonas sp. GR 6-02	1659194	species	6500345	2	0	0.0
Magnetospirillum sp. XM-1	1663591	species	4992477	3	1	0.0
Marinobacter sp. CP1	1671721	species	4768422	1	0	0.0
Labrenzia sp. CP4	1674922	species	6051301	2	1	0.0
Massilia sp. NR 4-1	1678028	species	6361416	2	0	0.0
Chryseobacterium sp. IHB B 10212	1685010	species	4871648	1	1	0.0
Arthrobacter sp. LS16	1690248	species	3851242	1	0	0.0
Microbacterium sp. CGR1	1696072	species	3634864	3	0	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	3	1	0.0
Rhizobium sp. N1314	1703961	species	6274511	4	0	0.0
Rhizobium sp. N731	1703966	species	6274507	4	0	0.0
Rhizobium sp. N324	1703969	species	6972593	15	6	0.0
Massilia sp. WG5	1707785	species	6267305	1	1	0.0
Turicibacter sp. H121	1712675	species	2622031	1	1	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	1	0	0.0
Chryseobacterium sp. IHB B 17019	1721091	species	4077766	2	2	0.0
Rhodococcus sp. 008	1723645	species	7438324	4	2	0.000546908
Pedobacter sp. PACM 27299	1727164	species	6147290	3	0	0.0
Devosia sp. A16	1736675	species	5032994	2	2	0.0
Burkholderia sp. Bp7605	1740163	species	5705688	1	0	0.0
Marinobacter sp. LQ44	1749259	species	4435564	5	5	0.0
Streptomyces sp. 4F	1751294	species	8047771	1	1	0.0
Streptococcus sp. A12	1759399	species	1874337	5	0	0.00434082
Serratia sp. YD25	1759437	species	5117644	1	0	0.0
Hydrogenophaga sp. LPB0072	1763535	species	4944132	1	0	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	4	2	0.0
Arthrobacter sp. ATCC 21022	1771959	species	4434904	4	1	0.0
Pseudomonas sp. MS586	1785145	species	6247726	4	0	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	1	1	0.0
Pseudomonas sp. L10.10	1788301	species	5149788	5	1	0.0
Acinetobacter sp. BRTC-1	1789224	species	3741098	1	1	0.0
Bosea sp. PAMC 26642	1792307	species	5510355	3	0	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	1	1	0.0
Stenotrophomonas sp. KCTC 12332	1793721	species	4541594	1	0	0.0
Microbacterium sp. PAMC 28756	1795053	species	3539061	6	2	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	39	23	0.00483128
Variovorax sp. PAMC 28711	1795631	species	4316152	1	1	0.0
Sphingorhabdus sp. M41	1806885	species	3339521	8	5	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	3	0	0.0
Gammaproteobacteria bacterium TR3.2	1810504	species	3243537	3	3	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	4899947	1	0	0.0
Shigella sp. PAMC 28760	1813821	species	4558287	5	0	0.00446202
Brevundimonas sp. GW460-12-10-14-LB2	1827469	species	3263775	1	0	0.0
Parabacteroides sp. YL27	1834200	species	3306456	1	1	0.0
Bacillus sp. FJAT-14266	1837130	species	4109356	1	0	0.0
Streptomyces sp. RTd22	1841249	species	11142275	2	0	0.0
Acidovorax sp. RAC01	1842533	species	4574859	15	11	2.47064e-14
Sinorhizobium sp. RAC02	1842534	species	6626583	11	10	0.0
Blastomonas sp. RAC04	1842535	species	4403499	68	58	0.0
Agrobacterium sp. RAC06	1842536	species	4964647	11	10	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	6	1	0.0
Bosea sp. RAC05	1842539	species	5620120	3	0	0.0
Sphingobium sp. RAC03	1843368	species	4369746	2	2	0.0
Rhodobacter sp. LPB0142	1850250	species	3780829	12	6	0.0
Sphingobium sp. EP60837	1855519	species	4261696	3	0	0.0
Pseudomonas sp. TCU-HL1	1856685	species	6256697	9	7	0.0
Halothiobacillus sp. LS2	1860122	species	2908964	1	0	0.0
Rhizobium sp. S41	1869170	species	5524367	209	39	0.0131907
Mycobacterium sp. djl-10	1879023	species	6579322	1	0	0.0
Brucella sp. 141012304	1885919	species	3442381	2	2	0.0
Brucella sp. 2002734562	1891098	species	3283485	1	0	0.0
Porphyrobacter sp. LM 6	1896196	species	2979257	7	6	0.0
Stenotrophomonas sp. LM091	1904944	species	4317450	4	2	0.0
Klebsiella sp. LTGPAF-6F	1905288	species	6790399	1	0	0.0
Curtobacterium sp. BH-2-1-1	1905847	species	3795948	7	0	1.99041e-11
Jeongeupia sp. USM3	1906741	species	3788814	1	0	0.0
Microbacterium sp. BH3-3-3	1906742	species	3508491	8	4	0.0
